title,authors,url
Improving cryptocurrency crime detection: Coinjoin community detection approach,"A Wahrstätter, J Gomes, S Khan… - IEEE Transactions on …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10023950/
Analysis of cryptocurrency transactions from a network perspective: An overview,"J Wu, J Liu, Y Zhao, Z Zheng - Journal of Network and Computer …, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1084804521001557
A supervised model to detect suspicious activities in the bitcoin network,"KG Al-Hashedi, P Magalingam, N Maarop… - … and Intelligent Systems, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-25274-7_53
EnLEFD‐DM: Ensemble Learning Based Ethereum Fraud Detection Using CRISP‐DM Framework,"L Pahuja, A Kamal - Expert Systems, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.13379
Complex network analysis of the bitcoin blockchain network,"B Tao, IWH Ho, HN Dai - 2021 IEEE International Symposium …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9401533/
Detection of money laundering in bitcoin transactions,"AA Badawi, QA Al-Haija - 4th Smart Cities Symposium (SCS …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9770661/
Fraud detection and anti-money laundering applying machine learning techniques in cryptocurrencies transactional graphs,APF Martins - 2023 - repositorium.sdum.uminho.pt,https://repositorium.sdum.uminho.pt/handle/1822/92641
Detecting illicit entities in bitcoin using supervised learning of ensemble decision trees,"P Nerurkar, Y Busnel, R Ludinard, K Shah… - proceedings of the 10th …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3418981.3418984
A conceptual model to identify illegal activities on the bitcoin system,"KG Al-Hashedi, P Magalingam, N Maarop… - … on Advances in Cyber …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-981-16-8059-5_2
GRU-GAT Model for Blockchain Bitcoin Abnormal Transaction Detection,"Y Zheng - 2022 IEEE Conference on Telecommunications …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10016137/
On-chain analysis-based detection of abnormal transaction amount on cryptocurrency exchanges,"Z Gu, D Lin, J Wu - Physica A: Statistical Mechanics and its Applications, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0378437122005258
K-nearest neighbors algorithm (knn): an approach to detect illicit transaction in the bitcoin network,"A Elbaghdadi, S Mezroui… - Integration Challenges for …, 2021 - igi-global.com",https://www.igi-global.com/chapter/k-nearest-neighbors-algorithm-knn/267871
Detection of illicit accounts over the Ethereum blockchain,"S Farrugia, J Ellul, G Azzopardi - Expert Systems with Applications, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417420301433
Bit2CV: A novel bitcoin anti-fraud deposit scheme for connected vehicles,"L Li, X Chang, J Liu, J Liu, Z Han - IEEE Transactions on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9254169/
An evaluation of bitcoin address classification based on transaction history summarization,"YJ Lin, PW Wu, CH Hsu, IP Tu… - … and cryptocurrency (ICBC …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8751410/
Block-chain abnormal transaction detection method based on dynamic graph representation,"C Qiao, Y Tong, A Xiong, J Huang, W Wang - International Conference on …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-23141-4_1
xFraud: explainable fraud transaction detection,"SX Rao, S Zhang, Z Han, Z Zhang, W Min… - arXiv preprint arXiv …, 2020 - arxiv.org",https://arxiv.org/abs/2011.12193
Pump and dumps in the bitcoin era: Real time detection of cryptocurrency market manipulations,"M La Morgia, A Mei, F Sassi… - 2020 29th International …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9209660/
Classifying transactional addresses using supervised learning approaches over Ethereum blockchain,"R Saxena, D Arora, V Nagar - Procedia Computer Science, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1877050923001783
A blockchain based framework for fraud detection,"P Joshi, S Kumar, D Kumar… - 2019 Conference on Next …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8883647/
Anomaly Detection in Financial Transactions using Machine Learning and Blockchain Technology,"V Dhanawat - International Journal of Business Management and …, 2022 - ijbmv.com",https://ijbmv.com/index.php/home/article/view/63
SVM: an approach to detect illicit transaction in the bitcoin network,"A Elbaghdadi, S Mezroui, A El Oualkadi - … 4: The Proceedings of the 5th …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-66840-2_86
[PDF][PDF] Phishing Scam Detection on Ethereum: Towards Financial Security for Blockchain Ecosystem.,"W Chen, X Guo, Z Chen, Z Zheng, Y Lu - IJCAI, 2020 - ijcai.org",https://www.ijcai.org/proceedings/2020/0621.pdf
A graph-based deep learning approach for illegal transaction detection in Bitcoin.,"A Heidari, B Bahrak - 2022 - researchsquare.com",https://www.researchsquare.com/article/rs-2194869/latest
Transaction community identification in bitcoin,"Y Zhang, J Wang, F Zhao - 2020 13th international symposium …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9325731/
[PDF][PDF] Fraudulent behaviour identification in ethereum blockchain,"K Lašas, G Kasputytė, R Užupytė… - … Resource]: IVUS 2020 …, 2020 - ceur-ws.org",https://ceur-ws.org/Vol-2698/p12.pdf
SigTran: Signature Vectors for Detecting Illicit Activities in Blockchain Transaction Networks,"F Poursafaei, R Rabbany, Z Zilic - Pacific-Asia Conference on Knowledge …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-75762-5_3
Machine learning based bitcoin address classification,"C Lee, S Maharjan, K Ko, J Woo, JWK Hong - Blockchain and Trustworthy …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-981-15-9213-3_40
A novel methodology for hyip operators' bitcoin addresses identification,"K Toyoda, PT Mathiopoulos, T Ohtsuki - IEEE Access, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8731919/
Towards Malicious address identification in Bitcoin,"D Chaudhari, R Agarwal… - 2021 IEEE international …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9680530/
[PDF][PDF] A machine learning based approach to detect the Ethereum fraud transactions with limited attributes,"RM Aziz, MF Baluch, S Patel, P Kumar - Karbala International Journal of …, 2022 - iasj.net",https://www.iasj.net/iasj/download/2e1f4acfc08ddea1
Competence of graph convolutional networks for anti-money laundering in bitcoin blockchain,"I Alarab, S Prakoonwit, MI Nacer - Proceedings of the 2020 5th …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3409073.3409080
Anti-money laundering in cryptocurrency via multi-relational graph neural network,"W Hyun, J Lee, B Suh - Pacific-Asia Conference on Knowledge Discovery …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-33377-4_10
KaRuNa: A blockchain-based sentiment analysis framework for fraud cryptocurrency schemes,"PN Sureshbhai, P Bhattacharya… - 2020 IEEE International …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9145151/
Bitcoin transaction forecasting with deep network representation learning,"W Wei, Q Zhang, L Liu - IEEE Transactions on Emerging Topics …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9144374/
Anomaly detection in blockchain using network representation and machine learning,"K Martin, M Rahouti, M Ayyash… - Security and Privacy, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/spy2.192
Anomaly detection in bitcoin information networks with multi-constrained meta path,"R Zhang, G Zhang, L Liu, C Wang, S Wan - Journal of Systems Architecture, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1383762120301211
Group-based fraud detection network on e-commerce platforms,"J Yu, H Wang, X Wang, Z Li, L Qin, W Zhang… - Proceedings of the 29th …, 2023 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3580305.3599836
Fraud and manipulation within cryptocurrency markets,"D Twomey, A Mann - Corruption and fraud in financial markets …, 2020 - books.google.com",https://books.google.com/books?hl=en&lr=&id=EwXaDwAAQBAJ&oi=fnd&pg=PA205&dq=Bitcoin+Transaction+Fraud+Detection&ots=P03lfbTNsH&sig=U1Zb_QLR2rB6uLgfQE0cyNDCGMI
Bitcoin Money Laundering Detection via Subgraph Contrastive Learning,"S Ouyang, Q Bai, H Feng, B Hu - Entropy, 2024 - mdpi.com",https://www.mdpi.com/1099-4300/26/3/211
[PDF][PDF] Enhancing Fraud Detection in Financial Transactions using Machine Learning and Blockchain,"S Tatineni - International Journal of Information Technology and …, 2020 - researchgate.net",https://www.researchgate.net/profile/Sumanth-Tatineni/publication/377406994_ENHANCING_FRAUD_DETECTION_IN_FINANCIAL_TRANSACTIONS_USING_MACHINE_LEARNING_AND_BLOCKCHAIN/links/65a52a868ee032139ae7c0d0/ENHANCING-FRAUD-DETECTION-IN-FINANCIAL-TRANSACTIONS-USING-MACHINE-LEARNING-AND-BLOCKCHAIN.pdf
Blockchain-data mining fusion for financial anomaly detection: A brief review,"HT Tien, K Tran-Trung, VT Hoang - Procedia Computer Science, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1877050924007233
Abnormal Transaction Node Detection on Bitcoin,"Y Zhang, Y Lu, M Li - … Conference on Computer Engineering and Networks, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-981-99-9247-8_6
Ethereum fraud behavior detection based on graph neural networks,"R Tan, Q Tan, Q Zhang, P Zhang, Y Xie, Z Li - Computing, 2023 - Springer",https://link.springer.com/article/10.1007/s00607-023-01177-7
XRAD: Ransomware Address Detection Method based on Bitcoin Transaction Relationships,"K Wang, M Tong, J Pang, J Wang, W Han - … Transactions on the Web, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3687487
Bitcoin ransomware detection employing rule-based algorithms,"HS Talabani, HMT Abdulhadi - Science Journal of University of …, 2022 - sjuoz.uoz.edu.krd",http://sjuoz.uoz.edu.krd/index.php/sjuoz/article/view/865
Research on abnormal transaction detection method for blockchain,"H Han, R Wang, Y Chen, K Xie, K Zhang - International Conference on …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-981-19-8043-5_16
CTDM: Cryptocurrency abnormal transaction detection method with spatio-temporal and global representation,"L Xiao, D Han, D Li, W Liang, C Yang, KC Li… - Soft Computing, 2023 - Springer",https://link.springer.com/article/10.1007/s00500-023-08220-x
[HTML][HTML] Analyzing hack subnetworks in the bitcoin transaction graph,"D Goldsmith, K Grauer, Y Shmalo - Applied Network Science, 2020 - Springer",https://link.springer.com/article/10.1007/s41109-020-00261-7
[HTML][HTML] A machine learning-based method for automated blockchain transaction signing including personalized anomaly detection,"B Podgorelec, M Turkanović, S Karakatič - Sensors, 2019 - mdpi.com",https://www.mdpi.com/1424-8220/20/1/147
Guided Self-Training based Semi-Supervised Learning for Fraud Detection,"A Kumar, S Ghosh, J Verma - Proceedings of the Third ACM International …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3533271.3561783
How blockchain could improve fraud detection in power distribution grid,"R Casado-Vara, J Prieto, JM Corchado - … SOCO'18-CISIS'18-ICEUTE'18 …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-94120-2_7
A novel approach to detect fraud in Ethereum transactions using stacking,"AQ Md, SMSS Narayanan, H Sabireen… - Expert …, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.13255
Transaction-based hidden strategies against general phishing detection framework on ethereum,"H Wen, J Fang, J Wu, Z Zheng - 2021 IEEE international …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9401091/
Manipulation of the Bitcoin market: an agent-based study,"P Fratrič, G Sileno, S Klous, T van Engers - Financial Innovation, 2022 - Springer",https://link.springer.com/article/10.1186/s40854-022-00364-3
[PDF][PDF] Research on the Detection of Illegal Transactions in Currency Transactions Based on Blockchain Technology,"S Wu, Q Liu, J Li - International Journal of Network Security, 2024 - ijns.jalaxy.com.tw",http://ijns.jalaxy.com.tw/contents/ijns-v26-n1/ijns-2024-v26-n1-p19-24.pdf
Manipulation detection in cryptocurrency markets: An anomaly and change detection based approach,"O Kampers, A Qahtan, S Mathur… - Proceedings of the 37th …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3477314.3507185
Inspection-L: self-supervised GNN node embeddings for money laundering detection in bitcoin,"WW Lo, GK Kulatilleke, M Sarhan, S Layeghy… - Applied …, 2023 - Springer",https://link.springer.com/article/10.1007/s10489-023-04504-9
Online payment fraud: from anomaly detection to risk management,"P Vanini, S Rossi, E Zvizdic, T Domenig - Financial Innovation, 2023 - Springer",https://link.springer.com/article/10.1186/s40854-023-00470-w
Cryptocurrencies as a subject of financial fraud,"M Kutera - Journal of Entrepreneurship, Management and …, 2022 - ceeol.com",https://www.ceeol.com/search/article-detail?id=1084174
Bitcoin and cybersecurity: Temporal dissection of blockchain data to unveil changes in entity behavioral patterns,"F Zola, JL Bruse, M Eguimendia, M Galar… - Applied Sciences, 2019 - mdpi.com",https://www.mdpi.com/2076-3417/9/23/5003
Detection of suspicious or un-trusted users in crypto-currency financial trading applications,"R Mittal, MPS Bhatia - International Journal of Digital Crime and …, 2021 - igi-global.com",https://www.igi-global.com/article/detection-of-suspicious-or-un-trusted-users-in-crypto-currency-financial-trading-applications/267151
Ponzi scheme detection in ethereum transaction network,"S Yu, J Jin, Y Xie, J Shen, Q Xuan - … 2021, Guangzhou, China, August 5–6 …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-981-16-7993-3_14
Antibenford subgraphs: Unsupervised anomaly detection in financial networks,"T Chen, C Tsourakakis - Proceedings of the 28th ACM SIGKDD …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3534678.3539100
Detection of illegal transactions of cryptocurrency based on mutual information,"K Zhao, G Dong, D Bian - Electronics, 2023 - mdpi.com",https://www.mdpi.com/2079-9292/12/7/1542
Credit card fraud detection system using machine learning technique,"A Maurya, A Kumar - 2022 IEEE International Conference on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9865466/
[PDF][PDF] A comprehensive review of significant learning for anomalous transaction detection using a machine learning method in a decentralized blockchain network,"S Hisham, M Makhtar, AA Aziz - International Journal of Advanced …, 2022 - researchgate.net",https://www.researchgate.net/profile/Sabri-Ahmad-Hisham/publication/377485454_A_comprehensive_review_of_significant_learning_for_anomalous_transaction_detection_using_a_machine_learning_method_in_a_decentralized_blockchain_network/links/65a91fe9bf5b00662e198eb5/A-comprehensive-review-of-significant-learning-for-anomalous-transaction-detection-using-a-machine-learning-method-in-a-decentralized-blockchain-network.pdf
Anomaly detection in blockchain networks: A comprehensive survey,"MU Hassan, MH Rehmani… - … Communications Surveys & …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9887797/
efraudcom: An e-commerce fraud detection system via competitive graph neural networks,"G Zhang, Z Li, J Huang, J Wu, C Zhou, J Yang… - ACM Transactions on …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3474379
Blockchain and crypto forensics: Investigating crypto frauds,"U Agarwal, V Rishiwal, S Tanwar… - International Journal of …, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/nem.2255
Scalable anomaly detection method for blockchain transactions using GPU,"S Morishima - 2019 20th International Conference on Parallel …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9029110/
Improving streaming cryptocurrency transaction classification via biased sampling and graph feedback,"S Eloul, SJ Moran, J Mendel - Proceedings of the 37th Annual Computer …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3485832.3485913
Detecting cryptocurrency pump-and-dump frauds using market and social signals,"H Nghiem, G Muric, F Morstatter, E Ferrara - Expert Systems with …, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417421007156
Integrating machine learning and blockchain: Conceptual frameworks for real-time fraud detection and prevention,"HO Bello, C Idemudia, TV Iyelolu - World Journal of Advanced Research …, 2024 - wjarr.com",https://wjarr.com/content/integrating-machine-learning-and-blockchain-conceptual-frameworks-real-time-fraud-detection
Follow the trail: Machine learning for fraud detection in Fintech applications,"B Stojanović, J Božić, K Hofer-Schmitz, K Nahrgang… - Sensors, 2021 - mdpi.com",https://www.mdpi.com/1424-8220/21/5/1594
Who are the phishers? phishing scam detection on ethereum via network embedding,"J Wu, Q Yuan, D Lin, W You, W Chen… - IEEE Transactions …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9184813/
A survey on blockchain anomaly detection using data mining techniques,"J Li, C Gu, F Wei, X Chen - … 2019, Guangzhou, China, December 7–8 …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-981-15-2777-7_40
Investigating MMM Ponzi scheme on bitcoin,"Y Boshmaf, C Elvitigala, H Al Jawaheri… - Proceedings of the 15th …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3320269.3384719
Unsupervised clustering of bitcoin transactions,"G Vlahavas, K Karasavvas, A Vakali - Financial Innovation, 2024 - Springer",https://link.springer.com/article/10.1186/s40854-023-00525-y
A novel approach for fraud detection in blockchain-based healthcare networks using machine learning,"MA Mohammed, M Boujelben, M Abid - Future Internet, 2023 - mdpi.com",https://www.mdpi.com/1999-5903/15/8/250
Bitanalysis: A visualization system for bitcoin wallet investigation,"Y Sun, H Xiong, SM Yiu, KY Lam - … Transactions on Big Data, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9815504/
Bitcoin: a digital cryptocurrency,"R Saxena, D Arora, V Nagar, S Mahapatra - … Technology: Applications and …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-69395-4_2
[HTML][HTML] Detecting phishing accounts on Ethereum based on transaction records and EGAT,"X Zhou, W Yang, X Tian - Electronics, 2023 - mdpi.com",https://www.mdpi.com/2079-9292/12/4/993
Efficient analysis of transactional data using graph convolutional networks,"H Hall, P Baiz, P Nadler - … European Conference on Machine Learning and …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-93733-1_15
